file,time_h,time_m,cx,cy,minute_x,minute_y,hour_x,hour_y,rotation_deg,status
train/1-00/0.jpg,1,0,112,112,157,146,-1,-1,90,warn:rot_err=37.1;no_hour
train/1-00/1.jpg,1,0,112,112,64,117,64,76,270,ok
train/1-00/11.jpg,1,0,112,112,-1,-1,-1,-1,-1,fail:no_candidates
train/1-00/12.jpg,1,0,112,112,53,116,63,76,270,ok
train/1-00/13.jpg,1,0,112,112,51,116,63,76,270,ok
train/1-00/14.jpg,1,0,112,112,161,105,-1,-1,90,ok;no_hour
train/1-00/15.jpg,1,0,112,112,106,43,146,65,0,ok
train/1-00/16.jpg,1,0,112,112,106,32,146,64,0,ok
train/1-00/17.jpg,1,0,112,112,106,31,146,65,0,ok
train/1-00/18.jpg,1,0,112,112,106,58,163,38,0,ok
train/1-00/19.jpg,1,0,112,112,106,6,145,67,0,ok
train/1-00/2.jpg,1,0,112,112,106,25,146,65,0,ok
train/1-00/20.jpg,1,0,112,112,116,195,77,159,180,ok
train/1-00/21.jpg,1,0,112,112,38,117,62,76,270,ok
train/1-00/22.jpg,1,0,112,112,75,112,-1,-1,270,ok;no_hour
train/1-00/23.jpg,1,0,112,112,106,48,165,31,0,ok
train/1-00/25.jpg,1,0,112,112,-1,-1,-1,-1,-1,fail:no_candidates
train/1-00/26.jpg,1,0,112,112,106,13,145,66,0,ok
train/1-00/27.jpg,1,0,112,112,65,117,67,77,270,ok
train/1-00/28.jpg,1,0,112,112,106,32,146,64,0,ok
train/1-00/29.jpg,1,0,112,112,105,9,146,65,0,ok
train/1-00/3.jpg,1,0,112,112,105,51,152,57,0,ok
train/1-00/30.jpg,1,0,112,112,106,22,146,64,0,ok
train/1-00/32.jpg,1,0,112,112,106,44,146,65,0,ok
train/1-00/33.jpg,1,0,112,112,105,36,146,64,0,ok
train/1-00/34.jpg,1,0,112,112,25,116,66,77,270,ok
train/1-00/35.jpg,1,0,112,112,62,121,-1,-1,270,ok;no_hour
train/1-00/36.jpg,1,0,112,112,7,116,65,77,270,ok
train/1-00/37.jpg,1,0,112,112,106,46,146,65,0,ok
train/1-00/39.jpg,1,0,112,112,-1,-1,-1,-1,-1,fail:no_candidates
train/1-00/4.jpg,1,0,112,112,106,30,146,64,0,ok
train/1-00/40.jpg,1,0,112,112,106,53,136,82,0,ok
train/1-00/42.jpg,1,0,112,112,206,106,168,150,90,ok
train/1-00/43.jpg,1,0,112,112,106,51,-1,-1,0,ok;no_hour
train/1-00/44.jpg,1,0,112,112,28,117,63,76,270,ok
train/1-00/45.jpg,1,0,112,112,26,116,65,77,270,ok
train/1-00/46.jpg,1,0,112,112,39,116,66,77,270,ok
train/1-00/47.jpg,1,0,112,112,27,117,63,76,270,ok
train/1-00/48.jpg,1,0,112,112,105,49,145,69,0,ok
train/1-00/49.jpg,1,0,112,112,56,116,63,76,270,ok
train/1-00/5.jpg,1,0,112,112,105,34,139,77,0,ok
train/1-00/52.jpg,1,0,112,112,106,44,146,65,0,ok
train/1-00/54.jpg,1,0,112,112,78,76,-1,-1,0,warn:rot_err=43.4;no_hour
train/1-00/55.jpg,1,0,112,112,-1,-1,-1,-1,-1,fail:no_candidates
train/1-00/56.jpg,1,0,112,112,116,191,76,160,180,ok
train/1-00/57.jpg,1,0,112,112,155,106,155,145,90,ok
train/1-00/58.jpg,1,0,112,112,-1,-1,-1,-1,-1,fail:no_candidates
train/1-00/6.jpg,1,0,112,112,49,115,62,77,270,ok
train/1-00/61.jpg,1,0,112,112,105,31,146,63,0,ok
train/1-00/62.jpg,1,0,112,112,106,31,146,64,0,ok
train/1-00/63.jpg,1,0,112,112,106,31,146,65,0,ok
train/1-00/64.jpg,1,0,112,112,106,23,146,64,0,ok
train/1-00/65.jpg,1,0,112,112,113,47,-1,-1,0,ok;no_hour
train/1-00/66.jpg,1,0,112,112,47,116,65,77,270,ok
train/1-00/67.jpg,1,0,112,112,201,106,158,146,90,ok
train/1-00/68.jpg,1,0,112,112,51,116,41,64,270,ok
train/1-00/71.jpg,1,0,112,112,-1,-1,-1,-1,-1,fail:no_candidates
train/1-00/72.jpg,1,0,112,112,106,22,146,64,0,ok
train/1-00/73.jpg,1,0,112,112,57,116,63,76,270,ok
train/1-00/74.jpg,1,0,112,112,105,48,146,66,0,ok
train/1-00/76.jpg,1,0,112,112,193,106,156,145,90,ok
train/1-00/77.jpg,1,0,112,112,77,158,-1,-1,180,warn:rot_err=37.3;no_hour
train/1-00/78.jpg,1,0,112,112,106,22,145,66,0,ok
train/1-00/79.jpg,1,0,112,112,116,158,78,156,180,ok
train/1-00/80.jpg,1,0,112,112,117,188,76,159,180,ok
train/1-00/82.jpg,1,0,112,112,106,21,146,63,0,ok
train/1-00/83.jpg,1,0,112,112,11,117,63,76,270,ok
train/1-00/85.jpg,1,0,112,112,116,167,76,160,180,ok
train/1-00/86.jpg,1,0,112,112,33,116,63,76,270,ok
train/1-00/88.jpg,1,0,112,112,106,43,145,67,0,ok
train/1-00/89.jpg,1,0,112,112,106,47,145,67,0,ok
train/1-00/9.jpg,1,0,112,112,46,116,63,76,270,ok
train/1-00/90.jpg,1,0,112,112,-1,-1,-1,-1,-1,fail:no_candidates
train/1-00/91.jpg,1,0,112,112,105,52,146,64,0,ok
train/1-00/93.jpg,1,0,112,112,190,106,159,146,90,ok
train/1-00/94.jpg,1,0,112,112,106,15,145,67,0,ok
train/1-00/95.jpg,1,0,112,112,27,116,65,77,270,ok
train/1-00/97.jpg,1,0,112,112,106,18,146,65,0,ok
train/1-00/98.jpg,1,0,112,112,179,106,155,145,90,ok
train/1-00/99.jpg,1,0,112,112,44,117,63,76,270,ok
train/1-05/10.jpg,1,5,112,112,155,23,147,68,0,ok
train/1-05/11.jpg,1,5,112,112,-1,-1,-1,-1,-1,fail:no_candidates
train/1-05/12.jpg,1,5,112,112,144,44,148,66,0,ok
