file,cx,cy,twelve_x,twelve_y,rot_deg,rot_cls
train/1-00/1.jpg,112.0,112.0,63.74028595194538,112.0,270.0,3
train/1-00/12.jpg,112.0,112.0,52.864562232109925,112.0,270.0,3
train/1-00/13.jpg,112.0,112.0,50.8689931376883,112.0,270.0,3
train/1-00/15.jpg,112.0,112.0,112.0,42.73962171630883,0.0,0
train/1-00/16.jpg,112.0,112.0,112.0,31.77531551947368,0.0,0
train/1-00/17.jpg,112.0,112.0,112.0,30.7780817759147,0.0,0
train/1-00/18.jpg,112.0,112.0,112.0,57.6676891711755,0.0,0
train/1-00/19.jpg,112.0,112.0,112.0,5.830324480104025,0.0,0
train/1-00/2.jpg,112.0,112.0,112.0,24.79334887750821,0.0,0
train/1-00/20.jpg,112.0,112.0,112.0,195.0963296421689,180.0,2
train/1-00/21.jpg,112.0,112.0,37.831273436845365,112.0,270.0,3
train/1-00/23.jpg,112.0,112.0,112.0,47.719365280047214,0.0,0
train/1-00/26.jpg,112.0,112.0,112.0,12.818348471100762,0.0,0
train/1-00/27.jpg,112.0,112.0,64.7347908076141,112.0,270.0,3
train/1-00/28.jpg,112.0,112.0,112.0,31.77531551947368,0.0,0
train/1-00/29.jpg,112.0,112.0,112.0,8.762409946764066,0.0,0
train/1-00/3.jpg,112.0,112.0,112.0,50.59967426796499,0.0,0
train/1-00/30.jpg,112.0,112.0,112.0,21.800221729762555,0.0,0
train/1-00/32.jpg,112.0,112.0,112.0,43.73580733649595,0.0,0
train/1-00/33.jpg,112.0,112.0,112.0,35.678312387631266,0.0,0
train/1-00/34.jpg,112.0,112.0,24.908094520787984,112.0,270.0,3
train/1-00/36.jpg,112.0,112.0,6.9238371465725805,112.0,270.0,3
train/1-00/37.jpg,112.0,112.0,112.0,45.72783389687643,0.0,0
train/1-00/4.jpg,112.0,112.0,112.0,29.78078083562214,0.0,0
train/1-00/40.jpg,112.0,112.0,112.0,52.69569998726905,0.0,0
train/1-00/42.jpg,112.0,112.0,206.19129471453292,112.0,90.0,1
train/1-00/44.jpg,112.0,112.0,27.8513220543543,112.0,270.0,3
train/1-00/45.jpg,112.0,112.0,25.907026999876464,112.0,270.0,3
train/1-00/46.jpg,112.0,112.0,38.89049309426304,112.0,270.0,3
train/1-00/47.jpg,112.0,112.0,26.85306817036799,112.0,270.0,3
train/1-00/48.jpg,112.0,112.0,112.0,48.612304033038086,0.0,0
train/1-00/49.jpg,112.0,112.0,55.8573246095272,112.0,270.0,3
train/1-00/5.jpg,112.0,112.0,112.0,33.68652734043778,0.0,0
train/1-00/52.jpg,112.0,112.0,112.0,43.73580733649595,0.0,0
train/1-00/56.jpg,112.0,112.0,112.0,191.1012010022604,180.0,2
train/1-00/57.jpg,112.0,112.0,155.4165866921848,112.0,90.0,1
train/1-00/6.jpg,112.0,112.0,48.928611875114086,112.0,270.0,3
train/1-00/61.jpg,112.0,112.0,112.0,30.698093503288614,0.0,0
train/1-00/62.jpg,112.0,112.0,112.0,30.7780817759147,0.0,0
train/1-00/63.jpg,112.0,112.0,112.0,30.7780817759147,0.0,0
train/1-00/64.jpg,112.0,112.0,112.0,22.797982085605256,0.0,0
train/1-00/66.jpg,112.0,112.0,46.87703937934026,112.0,270.0,3
train/1-00/67.jpg,112.0,112.0,201.20201791439476,112.0,90.0,1
train/1-00/68.jpg,112.0,112.0,50.8689931376883,112.0,270.0,3
train/1-00/72.jpg,112.0,112.0,112.0,21.800221729762555,0.0,0
train/1-00/73.jpg,112.0,112.0,56.85473728415105,112.0,270.0,3
train/1-00/74.jpg,112.0,112.0,112.0,47.61832558872051,0.0,0
train/1-00/76.jpg,112.0,112.0,193.2219182240853,112.0,90.0,1
train/1-00/78.jpg,112.0,112.0,112.0,21.800221729762555,0.0,0
train/1-00/79.jpg,112.0,112.0,112.0,158.17358552246077,180.0,2
train/1-00/80.jpg,112.0,112.0,112.0,188.16429609731847,180.0,2
train/1-00/82.jpg,112.0,112.0,112.0,20.802412312605554,0.0,0
train/1-00/83.jpg,112.0,112.0,10.876313358343197,112.0,270.0,3
train/1-00/85.jpg,112.0,112.0,112.0,167.14526271584896,180.0,2
train/1-00/86.jpg,112.0,112.0,32.898798997739604,112.0,270.0,3
train/1-00/88.jpg,112.0,112.0,112.0,42.73962171630883,0.0,0
train/1-00/89.jpg,112.0,112.0,112.0,46.72366431852964,0.0,0
train/1-00/9.jpg,112.0,112.0,45.87889898073384,112.0,270.0,3
train/1-00/91.jpg,112.0,112.0,112.0,51.59304675784418,0.0,0
train/1-00/93.jpg,112.0,112.0,190.23042886243175,112.0,90.0,1
train/1-00/94.jpg,112.0,112.0,112.0,14.814610151525343,0.0,0
train/1-00/95.jpg,112.0,112.0,26.90593440198077,112.0,270.0,3
train/1-00/97.jpg,112.0,112.0,112.0,17.80870528546707,0.0,0
train/1-00/98.jpg,112.0,112.0,179.26812023536854,112.0,90.0,1
train/1-00/99.jpg,112.0,112.0,43.81642426507686,112.0,270.0,3
train/1-05/10.jpg,112.0,112.0,112.0,13.156689654787456,0.0,0
train/1-05/12.jpg,112.0,112.0,112.0,36.84682308777626,0.0,0
train/1-05/16.jpg,112.0,112.0,112.0,12.717574566290937,0.0,0
train/1-05/17.jpg,112.0,112.0,112.0,21.66174675144532,0.0,0
train/1-05/18.jpg,112.0,112.0,112.0,47.79719632290191,0.0,0
train/1-05/19.jpg,112.0,112.0,112.0,19.42570551173506,0.0,0
train/1-05/2.jpg,112.0,112.0,202.33825324855468,112.0,90.0,1
train/1-05/20.jpg,112.0,112.0,112.0,20.76404217634365,0.0,0
train/1-05/23.jpg,112.0,112.0,112.0,14.36291688093094,0.0,0
train/1-05/24.jpg,112.0,112.0,12.270365487484112,112.0,270.0,3
train/1-05/25.jpg,112.0,112.0,112.0,14.95361933590722,0.0,0
train/1-05/26.jpg,112.0,112.0,112.0,19.42570551173506,0.0,0
train/1-05/27.jpg,112.0,112.0,18.085144945008835,112.0,270.0,3
train/1-05/30.jpg,112.0,112.0,22.557280900008408,112.0,270.0,3
train/1-05/32.jpg,112.0,112.0,112.0,197.86617494683225,180.0,2
train/1-05/34.jpg,112.0,112.0,202.33825324855468,112.0,90.0,1
train/1-05/38.jpg,112.0,112.0,21.21453860887196,112.0,270.0,3
train/1-05/4.jpg,112.0,112.0,112.0,210.83825170448935,180.0,2
train/1-05/42.jpg,112.0,112.0,204.5742944882649,112.0,90.0,1
train/1-05/44.jpg,112.0,112.0,10.481528774316146,112.0,270.0,3
